* Measurement data measured by REW V5.31.2
* Source: EXCL: Analogue 1 + 2 (Focusrite USB Audio), LINE_IN (Master Volume), L, volume: 1.000
* Format: 1M Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Oct 30, 2024 5:55:20 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: sub raw onax
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
344.604492	64.890	36.6024
344.970703	65.137	38.6501
345.336914	65.196	40.5803
345.703125	65.187	43.0617
346.069336	65.252	46.2003
346.435547	65.448	49.4145
346.801758	65.713	51.9690
347.167969	65.932	53.6548
347.534180	66.043	54.9326
347.900391	66.085	56.6050
348.266602	66.180	59.2686
348.632812	66.454	62.7812
348.999023	66.932	66.2582
349.365234	67.505	68.8049
349.731445	68.022	70.1678
350.097656	68.391	70.7061
350.463867	68.612	71.0366
350.830078	68.766	71.7005
351.196289	68.965	72.9243
351.562500	69.291	74.5381
351.928711	69.738	76.1669
352.294922	70.226	77.5399
352.661133	70.658	78.6100
353.027344	70.978	79.4344
353.393555	71.195	80.0263
353.759766	71.367	80.3225
354.125977	71.559	80.2796
354.492188	71.803	80.0003
354.858398	72.085	79.7406
355.224609	72.366	79.7680
355.590820	72.624	80.1954
355.957031	72.873	80.9085
356.323242	73.144	81.6229
356.689453	73.449	82.0442
357.055664	73.759	82.0386
357.421875	74.030	81.6703
357.788086	74.232	81.1147
358.154297	74.385	80.5380
358.520508	74.544	80.0271
358.886719	74.756	79.5736
359.252930	75.014	79.1083
359.619141	75.254	78.5676
359.985352	75.399	77.9493
360.351562	75.419	77.3406
360.717773	75.353	76.9136
361.083984	75.292	76.8770
361.450195	75.322	77.3543
361.816406	75.472	78.2653
362.182617	75.707	79.3297
362.548828	75.971	80.1858
362.915039	76.237	80.5091
363.281250	76.505	80.0993
363.647461	76.780	78.9532
364.013672	77.029	77.2793
364.379883	77.197	75.4046
364.746094	77.239	73.6471
365.112305	77.159	72.2330
365.478516	77.019	71.2625
365.844727	76.905	70.6946
366.210938	76.864	70.3854
366.577148	76.877	70.2065
366.943359	76.883	70.1490
367.309570	76.844	70.2980
367.675781	76.781	70.6879
368.041992	76.759	71.1666
368.408203	76.823	71.4200
368.774414	76.959	71.1955
369.140625	77.102	70.5109
369.506836	77.193	69.6238
369.873047	77.209	68.8177
370.239258	77.172	68.1871
370.605469	77.107	67.5775
370.971680	77.013	66.7477
371.337891	76.857	65.6461
371.704102	76.613	64.5778
372.070312	76.296	64.1161
372.436523	75.980	64.7848
372.802734	75.773	66.6178
373.168945	75.740	68.9682
373.535156	75.849	70.9138
373.901367	75.996	71.9126
374.267578	76.100	72.0165
374.633789	76.137	71.6303
375.000000	76.134	71.1930
375.366211	76.122	70.9702
375.732422	76.112	71.0032
376.098633	76.091	71.1939
376.464844	76.040	71.4182
376.831055	75.957	71.5905
377.197266	75.850	71.6844
377.563477	75.729	71.7587
377.929688	75.596	71.9764
378.295898	75.452	72.5648
378.662109	75.317	73.6875
379.028320	75.227	75.2901
379.394531	75.217	77.0527
379.760742	75.287	78.5580
380.126953	75.406	79.5589
380.493164	75.532	80.1031
380.859375	75.640	80.4195
381.225586	75.731	80.7066
381.591797	75.814	81.0009
381.958008	75.887	81.2117
382.324219	75.930	81.2628
382.690430	75.915	81.2044
383.056641	75.832	81.2026
383.422852	75.698	81.4389
383.789062	75.552	82.0058
384.155273	75.436	82.8696
384.521484	75.372	83.9203
384.887695	75.362	85.0500
385.253906	75.397	86.1773
385.620117	75.473	87.2156
385.986328	75.584	88.0633
386.352539	75.721	88.6599
386.718750	75.864	89.0562
387.084961	75.990	89.4016
387.451172	76.089	89.8333
387.817383	76.169	90.3460
388.183594	76.247	90.7536
388.549805	76.328	90.8099
388.916016	76.392	90.4154
389.282227	76.400	89.7448
389.648438	76.318	89.1866
390.014648	76.147	89.1609
390.380859	75.946	89.9001
390.747070	75.813	91.2924
391.113281	75.831	92.8911
391.479492	76.007	94.2058
391.845703	76.262	95.0343
392.211914	76.493	95.5036
392.578125	76.629	95.8456
392.944336	76.669	96.1817
393.310547	76.669	96.4565
393.676758	76.707	96.5229
394.042969	76.832	96.2991
394.409180	77.027	95.8528
394.775391	77.226	95.3318
395.141602	77.356	94.8344
395.507812	77.373	94.3662
395.874023	77.278	93.9066
396.240234	77.116	93.5150
396.606445	76.952	93.3726
396.972656	76.852	93.6917
397.338867	76.854	94.5275
397.705078	76.961	95.6674
398.071289	77.143	96.7208
398.437500	77.350	97.3438
398.803711	77.545	97.3965
399.169922	77.707	96.9506
399.536133	77.836	96.1835
399.902344	77.939	95.2557
400.268555	78.016	94.2448
400.634766	78.062	93.1607
401.000977	78.068	92.0120
401.367188	78.031	90.8571
401.733398	77.957	89.8072
402.099609	77.859	88.9818
402.465820	77.753	88.4549
402.832031	77.654	88.2225
403.198242	77.576	88.2064
403.564453	77.530	88.2894
403.930664	77.525	88.3564
404.296875	77.563	88.3205
404.663086	77.636	88.1174
405.029297	77.726	87.6864
405.395508	77.811	86.9508
405.761719	77.876	85.8360
406.127930	77.908	84.3077
406.494141	77.899	82.4239
406.860352	77.836	80.3490
407.226562	77.701	78.3159
407.592773	77.482	76.5567
407.958984	77.186	75.2476
408.325195	76.849	74.4809
408.691406	76.530	74.2412
409.057617	76.289	74.3748
409.423828	76.149	74.5884
409.790039	76.083	74.5333
410.156250	76.029	73.9504
410.522461	75.926	72.7947
410.888672	75.741	71.2785
411.254883	75.478	69.8116
411.621094	75.169	68.8239
411.987305	74.866	68.5051
412.353516	74.612	68.6166
412.719727	74.418	68.5843
413.085938	74.246	67.8927
413.452148	74.030	66.4664
413.818359	73.711	64.7455
414.184570	73.257	63.4621
414.550781	72.691	63.2869
414.916992	72.104	64.4507
415.283203	71.618	66.4730
415.649414	71.303	68.3244
416.015625	71.119	69.1558
416.381836	70.954	68.9074
416.748047	70.704	68.2361
417.114258	70.330	68.0265
417.480469	69.872	68.9091
417.846680	69.436	70.8858
418.212891	69.125	73.2245
418.579102	68.951	74.9123
418.945312	68.835	75.4046
419.311523	68.669	74.9189
419.677734	68.387	74.1460
420.043945	67.972	73.8094
420.410156	67.456	74.3570
420.776367	66.899	75.8485
421.142578	66.358	78.0650
421.508789	65.877	80.7428
421.875000	65.484	83.7147
422.241211	65.202	86.8284
422.607422	65.026	89.8202
422.973633	64.911	92.3942
423.339844	64.796	94.4461
423.706055	64.651	96.1391
424.072266	64.491	97.7209
424.438477	64.360	99.2494
424.804688	64.261	100.5212
425.170898	64.132	101.3445
425.537109	63.877	101.8965
425.903320	63.452	102.8094
426.269531	62.928	104.8844
426.635742	62.500	108.4265
427.001953	62.361	112.5841
427.368164	62.505	115.8250
427.734375	62.717	117.4174
428.100586	62.770	117.9166
428.466797	62.567	118.5048
428.833008	62.169	120.2363
429.199219	61.767	123.4084
429.565430	61.566	127.1840
429.931641	61.611	130.2015
430.297852	61.770	131.8846
430.664062	61.869	132.8309
431.030273	61.805	134.1488
431.396484	61.588	136.6899
431.762695	61.329	140.5275
432.128906	61.172	144.7423
432.495117	61.172	147.9303
432.861328	61.263	149.2860
433.227539	61.331	149.1889
433.593750	61.279	148.8767
433.959961	61.077	149.7627
434.326172	60.796	152.7798
434.692383	60.603	157.7321
435.058594	60.624	163.0929
435.424805	60.803	167.0709
435.791016	60.978	169.0096
436.157227	61.057	169.5241
436.523438	61.065	169.7933
436.889648	61.091	170.8085
437.255859	61.189	172.8317
437.622070	61.312	175.4047
437.988281	61.331	177.9230
438.354492	61.144	-179.8832
438.720703	60.780	-177.9492
439.086914	60.415	-176.1136
439.453125	60.275	-174.2989
439.819336	60.453	-172.4752
440.185547	60.832	-170.4976
440.551758	61.203	-168.1214
440.917969	61.442	-165.2241
441.284180	61.558	-162.0266
441.650391	61.645	-159.1246
442.016602	61.776	-157.1400
442.382812	61.953	-156.2053
442.749023	62.123	-155.8082
443.115234	62.234	-155.1643
443.481445	62.282	-153.6953
443.847656	62.310	-151.3328
444.213867	62.369	-148.5403
444.580078	62.468	-146.0211
444.946289	62.578	-144.2751
445.312500	62.669	-143.3403
445.678711	62.752	-142.8175
446.044922	62.854	-142.0912
446.411133	62.993	-140.6682
446.777344	63.160	-138.4808
447.143555	63.331	-135.9350
447.509766	63.497	-133.6620
447.875977	63.676	-132.1328
448.242188	63.903	-131.3490
448.608398	64.183	-130.8331
448.974609	64.458	-129.9963
449.340820	64.637	-128.5756
449.707031	64.661	-126.7675
450.073242	64.554	-125.0555
450.439453	64.430	-123.8925
450.805664	64.442	-123.3577
451.171875	64.671	-123.0472
451.538086	65.059	-122.4416
451.904297	65.454	-121.3761
452.270508	65.728	-120.0830
452.636719	65.854	-118.9271
453.002930	65.906	-118.1398
453.369141	66.004	-117.6816
453.735352	66.224	-117.3007
454.101562	66.544	-116.8002
454.467773	66.875	-116.2266
454.833984	67.133	-115.8024
455.200195	67.292	-115.7109
455.566406	67.378	-115.9298
455.932617	67.437	-116.2140
456.298828	67.499	-116.2519
456.665039	67.564	-115.8913
457.031250	67.633	-115.2430
457.397461	67.726	-114.5934
457.763672	67.880	-114.1986
458.129883	68.120	-114.1170
458.496094	68.438	-114.2091
458.862305	68.791	-114.3118
459.228516	69.131	-114.4182
459.594727	69.433	-114.7099
459.960938	69.689	-115.4322
460.327148	69.900	-116.7113
460.693359	70.054	-118.4427
461.059570	70.128	-120.3394
461.425781	70.106	-122.0854
461.791992	70.003	-123.4805
462.158203	69.868	-124.4967
462.524414	69.763	-125.2519
462.890625	69.720	-125.9157
463.256836	69.723	-126.6033
463.623047	69.729	-127.3375
463.989258	69.712	-128.0869
464.355469	69.684	-128.8244
464.721680	69.679	-129.5639
465.087891	69.712	-130.3603
465.454102	69.753	-131.2977
465.820312	69.739	-132.4731
466.186523	69.622	-133.9747
466.552734	69.399	-135.8223
466.918945	69.118	-137.8827
467.285156	68.840	-139.8397
467.651367	68.585	-141.3220
468.017578	68.327	-142.1231
468.383789	68.023	-142.3182
468.750000	67.660	-142.1750
469.116211	67.272	-141.9668
469.482422	66.916	-141.7955
469.848633	66.631	-141.5504
470.214844	66.409	-141.0518
470.581055	66.214	-140.2758
470.947266	66.028	-139.4448
471.313477	65.870	-138.8988
471.679688	65.770	-138.8245
472.045898	65.727	-139.0557
472.412109	65.682	-139.1530
472.778320	65.551	-138.7018
473.144531	65.280	-137.5489
473.510742	64.891	-135.8566
473.876953	64.477	-134.0243
474.243164	64.152	-132.4952
474.609375	63.981	-131.4922
474.975586	63.940	-130.9025
475.341797	63.937	-130.4344
475.708008	63.884	-129.8520
476.074219	63.742	-129.0598
476.440430	63.534	-128.0739
476.806641	63.323	-126.9763
477.172852	63.166	-125.8933
477.539062	63.081	-124.9554
477.905273	63.045	-124.2308
478.271484	63.022	-123.6824
478.637695	62.996	-123.2026
479.003906	62.978	-122.7086
479.370117	62.983	-122.2312
479.736328	62.992	-121.8930
480.102539	62.949	-121.7872
480.468750	62.790	-121.8479
480.834961	62.492	-121.8324
481.201172	62.113	-121.4242
481.567383	61.784	-120.4388
481.933594	61.643	-119.0259
482.299805	61.728	-117.6023
482.666016	61.941	-116.4754
483.032227	62.122	-115.6003
483.398438	62.163	-114.7207
483.764648	62.061	-113.6604
484.130859	61.901	-112.5269
484.497070	61.787	-111.7033
484.863281	61.762	-111.5669
485.229492	61.781	-112.1620
485.595703	61.754	-113.1768
485.961914	61.618	-114.1928
486.328125	61.376	-114.9247
486.694336	61.095	-115.3131
487.060547	60.863	-115.4716
487.426758	60.729	-115.5114
487.792969	60.682	-115.3868
488.159180	60.683	-114.9348
488.525391	60.707	-114.1054
488.891602	60.770	-113.1751
489.257812	60.891	-112.7159
489.624023	61.065	-113.2485
489.990234	61.251	-114.8504
490.356445	61.390	-117.0884
490.722656	61.429	-119.3339
491.088867	61.343	-121.1898
491.455078	61.153	-122.7700
491.821289	60.915	-124.6549
492.187500	60.691	-127.4612
492.553711	60.528	-131.2224
492.919922	60.429	-135.1323
493.286133	60.352	-138.0215
493.652344	60.260	-139.2047
494.018555	60.171	-139.0474
494.384766	60.128	-138.8967
494.750977	60.134	-140.2728
495.117188	60.159	-143.8362
495.483398	60.180	-149.0037
495.849609	60.185	-154.4250
496.215820	60.164	-158.8832
496.582031	60.133	-162.0197
496.948242	60.123	-164.5013
497.314453	60.143	-167.5394
497.680664	60.166	-172.0326
498.046875	60.172	-177.9521
498.413086	60.167	175.6645
498.779297	60.155	170.1402
499.145508	60.132	166.3077
499.511719	60.103	163.9422
499.877930	60.084	161.8921
